wavenumber,intensity
390.143443,0.464568
390.528247,0.505187
391.335082,0.604573
391.398079,0.613161
391.850219,0.678323
392.17047,0.728155
392.555274,0.791888
393.362109,0.937647
393.425106,0.949615
393.877246,1.037362
394.197497,1.100919
394.582301,1.177811
395.389136,1.334827
395.452133,1.346507
395.904273,1.426114
396.224524,1.476719
396.609328,1.529166
397.416163,1.600829
397.47916,1.603899
397.9313,1.614218
398.251551,1.608885
398.636355,1.588878
399.44319,1.503763
399.506187,1.495006
399.958327,1.425065
400.278578,1.369325
400.535586,1.321838
400.663382,1.297521
401.470217,1.137993
401.533214,1.125361
401.985354,1.035203
402.305605,0.972552
402.690409,0.899459
402.80616,0.878046
403.497244,0.756861
403.560241,0.746436
404.012381,0.674934
404.332632,0.627933
404.717436,0.575553
404.833187,0.560675
405.524271,0.480179
405.587268,0.473537
406.039408,0.429134
406.359659,0.40102
406.744463,0.37067
406.860214,0.362235
407.551298,0.317998
407.614295,0.314451
408.066435,0.291132
408.386686,0.276709
408.68398,0.264711
408.77149,0.261416
408.887241,0.257213
409.578325,0.235462
409.641322,0.233735
410.093462,0.222423
410.413713,0.215442
410.711007,0.209626
410.798517,0.208025
410.914268,0.205979
411.605352,0.195288
411.668349,0.194428
412.120489,0.188738
412.44074,0.185162
412.738034,0.182134
412.825544,0.181292
412.941295,0.180209
413.632379,0.174425
413.695376,0.17395
414.147516,0.17076
414.765061,0.166957
414.852571,0.166464
414.968322,0.165828
415.659406,0.162383
415.722403,0.162097
416.174543,0.160166
416.792088,0.157851
416.879598,0.157551
416.995349,0.157163
417.686433,0.155075
417.74943,0.154903
418.20157,0.15375
418.819115,0.152398
418.906625,0.152226
419.022376,0.152006
419.71346,0.150854
419.776457,0.150763
420.228597,0.150168
420.846142,0.149526
420.933652,0.14945
421.049403,0.149356
421.803484,0.148891
422.255624,0.148733
422.873169,0.148656
422.960679,0.148658
423.07643,0.148664
423.830511,0.148836
424.282651,0.149042
424.900196,0.149443
424.987706,0.14951
425.103457,0.149604
425.857538,0.150328
426.309678,0.150854
426.927223,0.151682
427.014734,0.151809
427.130484,0.151982
427.884565,0.153211
428.336705,0.154035
428.95425,0.155265
429.041761,0.15545
429.157511,0.155697
429.911592,0.157412
430.363732,0.158528
430.981277,0.160156
431.068788,0.160397
431.184538,0.160719
431.346016,0.161176
431.938619,0.162925
432.390759,0.164338
433.008304,0.166377
433.095815,0.166676
433.211565,0.167077
433.965646,0.169797
434.417786,0.171524
435.035331,0.174002
435.122842,0.174365
435.238592,0.174848
435.992674,0.178126
436.444814,0.180197
437.062358,0.183158
437.149869,0.18359
437.265619,0.184167
438.019701,0.188065
438.471841,0.190521
439.089385,0.194028
439.176896,0.194539
439.292646,0.195221
440.046728,0.199825
440.498868,0.202724
441.116412,0.206858
441.203923,0.207461
441.319674,0.208265
442.073755,0.21369
442.525895,0.217104
443.00814,0.220887
443.143439,0.221975
443.23095,0.222685
443.346701,0.223632
444.100782,0.230026
444.552922,0.234053
445.035167,0.238517
445.170466,0.239801
445.257977,0.24064
445.373728,0.241758
446.127809,0.249314
446.579949,0.254079
447.062194,0.259365
447.197494,0.260887
447.285004,0.261881
447.400755,0.263208
448.154836,0.272178
448.606976,0.277844
449.089221,0.284139
449.224521,0.285954
449.312031,0.287139
449.427782,0.288721
450.181863,0.299438
450.634003,0.306221
451.116248,0.313771
451.251548,0.31595
451.339058,0.317374
451.454809,0.319275
452.20889,0.332178
452.66103,0.340367
453.143275,0.349502
453.278575,0.352142
453.366085,0.353868
