wavenumber,intensity
457.197329,0.711318
457.332629,0.721273
457.420139,0.727821
457.53589,0.736618
458.289971,0.797789
458.742111,0.837824
459.224356,0.88344
459.359656,0.896795
459.447166,0.905565
459.562917,0.917327
460.316998,0.998559
460.769138,1.051244
461.251383,1.110916
461.386683,1.128334
461.474193,1.139764
461.589944,1.155083
462.156445,1.233577
462.344025,1.26096
462.796165,1.33023
463.27841,1.410087
463.41371,1.433803
463.50122,1.449488
463.616971,1.470676
464.371052,1.623472
464.823192,1.730753
465.305437,1.862538
465.440737,1.903349
465.528247,1.930746
465.643998,1.968257
466.398079,2.253609
466.850219,2.465718
467.332464,2.733927
467.467764,2.817995
467.555274,2.874593
467.671025,2.952239
468.425106,3.543634
468.80898,3.908734
468.877246,3.978666
469.359491,4.51885
469.494791,4.685624
469.582301,4.797202
469.698052,4.949351
470.00186,5.374081
470.452133,6.0739
470.836007,6.739518
470.904273,6.864685
471.386518,7.807978
471.521818,8.091221
471.609328,8.278729
471.725079,8.531914
472.028887,9.224016
472.47916,10.320413
472.863034,11.316583
472.9313,11.49913
473.413545,12.82879
473.548845,13.212704
473.636355,13.46307
473.752106,13.796396
474.055914,14.680162
474.890061,17.110284
475.440572,18.63286
475.575872,18.986159
475.663382,19.208949
475.779133,19.495997
476.082941,20.201957
476.917088,21.676168
477.467599,22.17053
477.602899,22.225222
477.690409,22.246061
477.80616,22.25597
478.109968,22.186312
478.944115,21.315834
479.494626,20.272816
479.629926,19.971083
479.717436,19.767795
479.833187,19.489846
480.136995,18.717328
480.971142,16.381708
481.521654,14.768443
481.656953,14.372436
481.744463,14.117218
481.860214,13.781126
482.164022,12.909879
482.998169,10.641443
483.548681,9.277633
483.68398,8.961215
483.77149,8.760677
483.887241,8.500459
484.191049,7.845169
485.025196,6.25521
485.575708,5.371408
485.711007,5.173544
485.798517,5.049507
485.914268,4.890122
486.218076,4.496474
487.052223,3.586056
487.602735,3.106282
487.738034,3.001317
487.825544,2.935957
487.941295,2.852458
488.245103,2.648506
489.07925,2.187768
489.629762,1.949431
489.765061,1.897477
